parking,path
outside,/home/jupyter/mnt/datasets/scooters_data/864839cb29284154a280dfb939ff2e58.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/efdbdeb51dd84296b310f63c060b2b90.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0abc924995b64e63bacd5d2bd3c441d7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cdc17d6fdedd43678bbea079b6af2d14.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bccc9bcae7b44c929b59f923cb3399df.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/afa657305d3a47f6b4094b39d39c3ad0.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e0cef397e5a1421abdf57816aa408b37.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bd10350fdec54d4fb3dfd37578247159.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d503be14936545d9bd60f7fef8125ecf.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ea44f1f59f194ca78332efefb152b683.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/ac1fdcd141b141e8b0cec6abd3f8c043.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d93008227b4f400996e62db7170ddd05.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6889a195db1c4028bd62764498e56e9e.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/c3b28937c248430a8e2c5a991dc1c3db.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/56e4ff5a65c44fa4ae5b4268395a3080.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/499ef485187a44ccbd80c9ecf2f39e98.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a72f6780b7274fb0b7fed6d9acdc5276.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/bbe3f19daaca4412b1fca462b321e5eb.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b96df562208142f2a6c275d878fa9363.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e01a22c411c048ea9ff25984eabfa110.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ddd8ba91167b4a2cacfec83507389447.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/3ef318dec2c24887ba58f68b3cc21474.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/61320808a882480d8816e4265985b08f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d36ae775c3f24d20a0c769fb4b2ecd49.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a438fc12b94944ca82879b5decd3846c.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/44f0e403f85d40be9e8b270a720c0c27.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d9168112801c4b8eb1f1dd6f0a4ba93e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4b6b436799604004808e39afcd364163.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/a5be7ce877d245be9bdb7fc1d3c22b90.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3b21489a138d4c4aada0c1b035b641c5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1a4f786df0f24b95ac0da67b32a3d5e3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/895e4788dcea4613ada0416fbbf770ef.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2c2cda0dae914798be4fe7bdfcbace85.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3961ca541925436ea289293c89fecd50.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/be6628c93e70407dad2c7db59c9f8c40.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cbf44e22e9fe476ab2e3b27d9cfc2bbc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d420ea7ee48643178e5fb2749c46439f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5ba932a3340c44189b34782f37e3dfd2.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/ac94561f73274c20844bc6e0e589c9d9.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/1f58d146ed5642fea9159cea093d2df2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/551d5fc076144a2a960f1511cbb1cb7c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5c0f562060324e31a15cb4173f7947e7.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/c19a4b17ce904d5bb19c6e870217ec39.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7d3a468b05c841e887943419a7a8b67c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0b208a66879d4d5780f0c94f52dae0a1.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/b363efea3b374f9ca6b2b35bf718091c.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/abb9af0b98224b46a52cfab43bc334de.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/32e2d94ff1f94551a124fe361a95162e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/623b13e029de49c18cf28e1b5df8734b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/498b8e3a1ede4dea832d0d1e3878f061.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/01468090cc0d4b328acff4f28057bf36.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/913c36b59cbc4d83915d6de20a2c739c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c78c7feda3614d3da643854fc94736fb.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/36be9a7df25c471da1f02d5dcc183450.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a1ed88d391df4fef894686a3784d356f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7f92c168fe2c4499ae1d5c696020e622.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9c9fec8970ae4803b6a2cc366671ca28.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/484e456afc0c4d0c95ec899c3b5afa8e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d6d7fba1456f4cc8ad6b7889b6476b15.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d38d35f105cb4ed2a6547f7882e9ba15.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/a8f178d80fbe4b099b7c0ef3ee20de5c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/33d0091992e14a33b62a7a1fa0df82a3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b4874dd78376402a87c4841a83bdfc66.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e1d2fdad8b8c4c15976def8490d0ae6e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5cb740724f434c26bcaf9d44f85b3b0d.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/52d51643aa5943b99b81f841b65f90ae.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8451d38977884d699d8fee55eeda2c84.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ec8d09e08358467ebd96b43e6074b979.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7dec25a849cd449f9d4d266b30cb73ed.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a7d539d832864c948c2ef105402fd518.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/96c606962af44a54b9720a8ee977d82e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0ed22c152c2b4694acc409c5d420a2cf.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f155513018d04bd0b12c019a61d18c89.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/df93384cb03441caacb9a09a13a0726b.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/7576f138006640f3b3e124fea29e5669.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/fe21e7e6b50e4d76bdd1013559ecc197.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/88d2b70414ed48a8a647fa5573a475e2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4088043e41a74a2d8fea5be8ff0f4a86.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1f94bd938d474d348706424c569b9967.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/456a7663ff5c4d93846ea69c43e1a35d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f1a72b757f254989afd06bc51a98f23a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ef9bb77e1de548469e8eb9794dc6d8db.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0d62ebe1ea46498fa1c22d8881a669c2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c3b603b789f54637aa105e5bce0647ab.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1d891eca3d4a42ff905167dfc94c679d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4deccfe03e934716b29f8211e0f74768.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/96b47ef3ce314a1bb868fece926a01ba.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f6625089e0bd480ead2a28ad4a4a9a7e.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/73e6b155e94c408483276f43d893a1ec.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b0b7ad9aa95e4529ab29061fadf8fe7b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/be88c282928141cfad604ae0e08f1b31.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e74a04ec798e4e91ae7815f1852dd708.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/61746318d2ae41d79750bc5e6d243082.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9451cf4af3ee402d99d972dc23bf1795.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/61353c95399b4d0594df68b224ef8622.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/252455ac35464ef68df315cf4435d302.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/07e6a919b7ac4c40b1c2d88b65864c4e.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/da98971b7afe4bfdbd27f34e19327c54.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/0ed642dadd7d44a7902caf454444a8bc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/eae9fd20482f4e9fbb2eda3664f35930.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/957a1790761c44518f7865d6116fd413.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a28e4406ba96412eaad20963b96f1d94.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5d685f3410e145c4b6241bc4c08817fe.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6e2289a4f0a94af0b8bb27a437518cbf.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/b75e6117fa474f07ac120a7b8b6a49a4.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/b6b987c383cf4531900d92b72c31b602.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/099e2092d85442e8a48f59a577967247.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/74f85d991432433aaf9e0936c092df69.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/59287a06c0724e0ea350a199719c4ba1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/0983a5342d2c4019ba1326568468fa7b.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e209bb187c5548f1a5be18650af8608c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d4a94884b44d493587f97aa6356e1e24.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5de5da23208c4aa0a7d55de9819ac24d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3e490cd09328401f95d79ded72b428eb.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/8a5c0e8b57d94e429315b164d11dcab4.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/57acf6e64f394adc940554f6af244467.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c326d41a84b44364b29d9c72acd95667.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/15f52d77dca847a48606fe0dbeeb16de.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c8e68926e51949b8ab040630bb4096e1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f224bbe74d5a40dcac41ffd780203c03.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e93e363e3cb24d25a2ce50fd93634a14.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/252ffed0355a41beb78d2652fed89d4b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c4159c3f9e784280bc560cf9c57c8d22.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/09027818c51a4d12bb853fc49ac76804.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/4cb93990c4a84e5cb2f0e6379ae73b32.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6d7730a0c95545c78ec00b9278487ddc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/415f99838ca342e6931d27e5c8b97aa8.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/1d79d01e1de7417f85b25c55bce03fa3.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/4e708c71fee84352b533900c6e86853f.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/7ec7a335d6ea4d489ce9cd704f54d22f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/eb201ab0bea643d89fb24e27ec5b377a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9ea6492be5984b67b06c24531154a2ed.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8cada54207ac484595122e02e1032405.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/1906c8877fab4e9d99fd8713240de017.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e0ae56fdfd8a48bcba5d80b7d842b9ae.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/5ce10af2e34544738580322da113dd99.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5f3125597d8d459fbe0581d078b3bd64.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0b530427906d48f7a6ebab8e99a68ab5.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/543fcdb8478e44a7a95391d058d33bc2.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/aae826441eae40f09dda6554a5b07c1d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e6e64829e1764d98ae098a6b603529fa.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/89350cf60b984340994a51eff87c4fc3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/fb80095b72964f549bdc966e25c77507.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/04a5fe619c3f4f06b5f59c7dcedf35ef.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/eca5c11153c64753a7dafc2c48d7b495.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/40c69a714fc14c8783f88b91c7a2a6fa.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/ac228e67cef141679dfe9d5ad748fe36.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8dd431ffd4d74ce29cc245f7c0cddf2c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1ca86ad47ffc44709f0866f3da430696.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/50008d0a84864781962dc78cedf82174.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/745c79c1cf834938a0ac76fdec90994d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4ac9704f70894eaea7a2d56a3e55ddf2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1f4d40e67dff469a9c76aac484248f32.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/b9b125bcc69d448ba5f4301ff2120252.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9fc8f29810fe48978324c083cf4cec70.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/34c15ba6e4c9438998b208d8bdec96ee.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/53ef2c48f6ca4c76bc000dde073af4e0.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/308c599a135744aa8277da9931a020d0.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0b5e5a990a224a35b5e4156ca608a8ad.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f14b9cd624a2439095c2f6ed5f6a7ce6.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/dc7056ca3261441fabca9376eb5d8714.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/4183109f760844dd81dd63278f90c31e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/853975c449e64a12b4444e0f88cdda94.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8f123d8e518b432c899ca31290064edc.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/7713de3274054f209d8622b52a054bda.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c840a8b3a66a4bbb9f408d4fc0819b0c.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/88fa977ae7ea42d794fbf2d03c0ce376.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/7d084dd4244d49ceb5c12ce09af01dc1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/25064935896041e89bc7bc6a2b4176fc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4c5a4e1ce2d748358db01b9f85a2ff70.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/04b299040775402e9c61c6e602cc2210.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0764ecf997c64ea4b740048d660f2f69.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/4ed4d00c557f4494ab4ed2ed283a4660.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/a75fae261f1a45718b5b645920a8b8bb.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4731e458d9a44d659ba3f0905caf9195.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6b2a55fc3e5d45e98caa8e3f17f780c1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/384ee83d4a66434c9e92e69b05c2c711.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/34116f2a7fd44ee0b06caa46d7996cbb.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/c8cb5b227d844c6a93430f2a3a8065fc.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/2550ff2fc3394030a74c781be2e6122a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/250b4b82323e4895b45785e18e2ecdf9.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/247a29124f944955961a7fe6a3280e92.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/31b6137ec1364c6daa9f1266141667d6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cea4ab05a3ad4f8d9bf1c4ab5640f989.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/80730329008746c7a856aa631dc932af.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6124cf2b702746dfafaa0888227a7bed.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ad6780a6fe7347078fdf2edac0849ced.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/dbc76c53a6d644ab873e950358fd2dfd.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/737fb540d29d451da384634d27a3ddab.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/6b78356ac54e4fa78770b1c9c398e6e2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/70b08712ee2843f9a98fa624dc874bcf.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a8c16e20cf85445ca7986f14c570277b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/221b05471a954f77b4a73155019183dc.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/6a81a5af5e404ae1b566e66c7adbc7c5.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f02baa9a4383442194fcbfb057b8177f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/500cb66df88849d088435b1b4b5c91d5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/31052a2dd92847f9b33c2459d5843917.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0537c994cfe54f289d819a984edbb8d4.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/5eff6fa49f19469b8007cda8443f3d29.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/8495898f8f834b9286827c3712a7cce9.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6e3c58da9b554b15b223450baaff71d7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/289350b8ef6a4fd1b191529f04bd739b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a9475e3d4da5477181e0de0a9e7224c4.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/4cd7a1cba9054647afb5eee585c4dd78.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0d3c5e36c2cd469bba6091a3ca3a3572.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9050a8982f844af78a490bef6a3b5878.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5e03d415ffdd433795b72a5c5fd55ac3.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/41b46209b17744c59d20484522ce95ba.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/b9f327dcddbd4be2adea61b79814c6b4.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bc99ed5b34aa489685132ca31d36a0fa.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/86fc36808aef46119b17f3d5e3fc8077.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/9c9150015c28442c9970b32134207ef6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/187756d09b954c9aa62f73341da6a128.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8fc03faf85b448f192c3877cc95703b8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ddbb44ed5c2d457d897df4a79a243b63.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/3183e76f38ee4bf9a39ce64f5c9b55e2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/68a4b60c941b478aae1975dc002b4008.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/01aa18fff99745799b37982333ef12f3.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/642cccba82024ef8ac4688f010c53b07.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/9fda409a467a4483887169d19d290b73.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9a6b5a6b310440039a7c53b9474f5347.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6ad3b6bc9a554f5e8e1e44644ec25724.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3f25c25ad0b04e1fac9c40e82a3625f8.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/3145ccae70d043fb841ec4a127ca87ca.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7942bdd0b2514114874f94ceda09e81c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/dbbc5aeb1cf2448e9deca9cc12019b07.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b5a86096c9b54d5498dcb9910e04bff6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d3ba0842da834ef0b4465f496434e1ab.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/336e0843153d4c90aa4141dde98810eb.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/8cc54a5eb4f541bdbc0527d44c82382b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/592582adf8474085981326ca1f310b3b.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/9576297750294dbf978477c2bac49fa4.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/beae3f99831d4c5fafc5695aa736b28b.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/cc57d13719af4150b38fc01721160481.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8f16a8a634b64749bbaa94865bff7e72.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/227bb7b2f3174a599fefc135fb679d99.jpeg
